x,y,frame
NA,NA,973
NA,NA,974
NA,NA,975
NA,NA,976
NA,NA,977
NA,NA,978
NA,NA,979
NA,NA,980
NA,NA,981
NA,NA,982
NA,NA,983
NA,NA,984
NA,NA,985
NA,NA,986
NA,NA,987
NA,NA,988
NA,NA,989
NA,NA,990
NA,NA,991
NA,NA,992
NA,NA,993
NA,NA,994
NA,NA,995
NA,NA,996
NA,NA,997
NA,NA,998
NA,NA,999
NA,NA,1000
NA,NA,1001
NA,NA,1002
NA,NA,1003
NA,NA,1004
NA,NA,1005
NA,NA,1006
NA,NA,1007
NA,NA,1008
NA,NA,1009
NA,NA,1010
NA,NA,1011
NA,NA,1012
NA,NA,1013
NA,NA,1014
NA,NA,1015
NA,NA,1016
NA,NA,1017
NA,NA,1018
NA,NA,1019
NA,NA,1020
NA,NA,1021
NA,NA,1022
NA,NA,1023
NA,NA,1024
NA,NA,1025
NA,NA,1026
NA,NA,1027
NA,NA,1028
NA,NA,1029
NA,NA,1030
NA,NA,1031
NA,NA,1032
NA,NA,1033
NA,NA,1034
NA,NA,1035
NA,NA,1036
NA,NA,1037
NA,NA,1038
NA,NA,1039
NA,NA,1040
NA,NA,1041
NA,NA,1042
NA,NA,1043
NA,NA,1044
NA,NA,1045
NA,NA,1046
NA,NA,1047
NA,NA,1048
NA,NA,1049
NA,NA,1050
NA,NA,1051
NA,NA,1052
NA,NA,1053
NA,NA,1054
NA,NA,1055
NA,NA,1056
NA,NA,1057
NA,NA,1058
NA,NA,1059
NA,NA,1060
NA,NA,1061
NA,NA,1062
NA,NA,1063
NA,NA,1064
NA,NA,1065
NA,NA,1066
NA,NA,1067
NA,NA,1068
NA,NA,1069
NA,NA,1070
NA,NA,1071
NA,NA,1072
NA,NA,1073
NA,NA,1074
NA,NA,1075
NA,NA,1076
NA,NA,1077
NA,NA,1078
NA,NA,1079
NA,NA,1080
NA,NA,1081
NA,NA,1082
383,405,1083
383,404,1084
383,405,1085
383,406,1086
383,406,1087
383,407,1088
383,407,1089
384,407,1090
384,407,1091
384,407,1092
385,408,1093
385,408,1094
385,408,1095
385,408,1096
385,408,1097
386,409,1098
386,409,1099
386,409,1100
386,409,1101
386,410,1102
387,410,1103
387,410,1104
387,411,1105
387,411,1106
387,411,1107
388,412,1108
388,412,1109
388,413,1110
388,414,1111
388,414,1112
388,415,1113
388,415,1114
388,416,1115
388,417,1116
388,417,1117
388,418,1118
389,418,1119
389,419,1120
389,419,1121
389,420,1122
389,420,1123
389,420,1124
389,421,1125
390,421,1126
390,422,1127
391,422,1128
391,422,1129
391,422,1130
392,422,1131
393,422,1132
394,422,1133
394,423,1134
395,422,1135
395,422,1136
396,422,1137
397,423,1138
397,423,1139
397,423,1140
398,423,1141
398,423,1142
398,423,1143
398,423,1144
398,423,1145
